hb,cancer_site_icd10code,cancer_site,sex,sex_qf,year,incidences_all_ages,crude_rate,crude_rate_lower95pc_confidence_interval,crude_rate_upper95pc_confidence_interval,easr,easr_lower95pc_confidence_interval,easr_lower95pc_confidence_interval_qf,easr_upper95pc_confidence_interval,easr_upper95pc_confidence_interval_qf,wasr,wasr_lower95pc_confidence_interval,wasr_lower95pc_confidence_interval_qf,wasr_upper95pc_confidence_interval,wasr_upper95pc_confidence_interval_qf,standardised_incidence_ratio,sir_lower95pc_confidence_interval,sir_upper95pc_confidence_interval,hb_name,country
S08000016,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,NA,1995,5,9.069472157,2.944832922,21.16512258,10.27749161,NA,z,NA,z,6.4027499,NA,z,NA,z,137.6800074,44.70432365,321.2992095,Borders,S92000003
S08000016,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,NA,1996,7,12.71571299,5.112376115,26.19922863,12.55035011,NA,z,NA,z,10.43575327,NA,z,NA,z,178.6455537,71.82477797,368.0781181,Borders,S92000003
S08000016,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,NA,1997,2,3.631477648,0.439788791,13.11814589,3.135048481,NA,z,NA,z,0.973750334,NA,z,NA,z,52.70592249,6.38293173,190.3919141,Borders,S92000003
S08000016,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,NA,1998,6,10.89008276,3.996468443,23.70312549,10.63791427,NA,z,NA,z,4.750997384,NA,z,NA,z,162.7806742,59.73763853,354.3049978,Borders,S92000003
S08000016,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,NA,1999,6,10.9321478,4.011905571,23.79468337,10.30321097,NA,z,NA,z,6.445587182,NA,z,NA,z,157.1171522,57.65922578,341.9778947,Borders,S92000003
S08000016,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,NA,2000,1,1.81336815,0.045910507,10.10344067,1.815541031,NA,z,NA,z,0.726216412,NA,z,NA,z,22.36338694,0.566191937,124.6008171,Borders,S92000003
S08000016,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,NA,2001,7,12.61647712,5.072478149,25.99476481,11.59678615,NA,z,NA,z,5.88713152,NA,z,NA,z,183.8465377,73.91584324,378.7941327,Borders,S92000003
S08000016,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,NA,2002,4,7.187005893,1.958217216,18.40158954,6.686724561,NA,z,NA,z,2.998804025,NA,z,NA,z,106.1053618,28.91013995,271.671868,Borders,S92000003
S08000016,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,NA,2003,4,7.129870593,1.942649769,18.25530048,7.177379046,NA,z,NA,z,4.515737663,NA,z,NA,z,115.3921134,31.4404672,295.4496404,Borders,S92000003
S08000016,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,NA,2004,11,19.44321697,9.705983857,34.78928593,17.77313394,NA,z,NA,z,8.232947484,NA,z,NA,z,273.1802069,136.370575,488.7948503,Borders,S92000003
S08000016,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,NA,2005,6,10.53685264,3.866839214,22.93429223,9.825630215,NA,z,NA,z,5.716116237,NA,z,NA,z,165.1123227,60.59331243,359.3800149,Borders,S92000003
S08000016,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,NA,2006,2,3.497481813,0.423561273,12.63410686,3.163504231,NA,z,NA,z,2.352309264,NA,z,NA,z,53.48407121,6.477169151,193.2028549,Borders,S92000003
S08000016,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,NA,2007,4,6.91503155,1.884113361,17.7052272,6.498031606,NA,z,NA,z,2.985175748,NA,z,NA,z,94.3331376,25.70260506,241.5302984,Borders,S92000003
S08000016,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,NA,2008,6,10.25518314,3.763471471,22.3212163,9.756610585,NA,z,NA,z,8.70780106,NA,z,NA,z,127.9152304,46.94263511,278.4176047,Borders,S92000003
S08000016,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,NA,2009,4,6.816748752,1.857334606,17.4535842,5.958561101,NA,z,NA,z,3.10823494,NA,z,NA,z,85.5360109,23.30568412,219.0061602,Borders,S92000003
S08000016,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,NA,2010,1,1.702040747,0.043091941,9.483164078,1.618122977,NA,z,NA,z,0.647249191,NA,z,NA,z,22.86646849,0.578928859,127.4038081,Borders,S92000003
S08000016,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,NA,2011,4,6.816051802,1.857144711,17.45179974,5.980318297,NA,z,NA,z,3.072611406,NA,z,NA,z,91.46598436,24.9214023,234.1892474,Borders,S92000003
S08000016,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,NA,2012,2,3.416642465,0.413771253,12.34208734,3.656439414,NA,z,NA,z,3.134090926,NA,z,NA,z,45.20309497,5.47430451,163.2891214,Borders,S92000003
S08000016,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,NA,2013,9,15.36649081,7.026538096,29.17038613,14.13234095,NA,z,NA,z,13.79266052,NA,z,NA,z,176.3401056,80.63392518,334.7484495,Borders,S92000003
S08000016,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,NA,2014,10,17.02968274,8.16639481,31.31819288,15.25691761,NA,z,NA,z,10.20430669,NA,z,NA,z,218.5370613,104.7970153,401.8974366,Borders,S92000003
S08000016,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,NA,2015,2,3.403849754,0.412221997,12.29587567,3.011542983,NA,z,NA,z,2.367692991,NA,z,NA,z,43.26693457,5.239826504,156.2950443,Borders,S92000003
S08000016,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,NA,2016,7,11.86159216,4.768975246,24.43941329,9.110323524,NA,z,NA,z,4.072451588,NA,z,NA,z,157.4779779,63.31431462,324.4648216,Borders,S92000003
S08000016,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,NA,2017,5,8.441525552,2.740940369,19.69970468,6.888977021,NA,z,NA,z,4.154916321,NA,z,NA,z,104.2425193,33.84726227,243.2672664,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,d,1993,0,0,0,2.851991883,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,d,1994,0,0,0,2.840903057,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,d,1995,0,0,0,2.827763143,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,d,1996,0,0,0,2.829900126,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,d,1997,0,0,0,2.827229401,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,d,1998,0,0,0,2.825096448,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,d,1999,0,0,0,2.831237382,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,d,2000,8,7.529411765,3.250665578,14.8359428,7.30205469,NA,z,NA,z,4.031330919,NA,z,NA,z,91.60899366,39.55026125,180.5062377,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,d,2001,13,12.15521272,6.472138842,20.78578393,11.15468097,NA,z,NA,z,6.838339113,NA,z,NA,z,131.1678608,69.84136158,224.3010366,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,d,2002,16,14.87956849,8.504959038,24.16348702,14.66368346,NA,z,NA,z,10.91332211,NA,z,NA,z,159.4643051,91.1476286,258.960041,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,d,2003,5,4.612546125,1.497681172,10.76414398,4.405601439,NA,z,NA,z,2.161732121,NA,z,NA,z,53.2110989,17.27749897,124.1769544,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,d,2004,15,13.70363603,7.66982106,22.60206365,12.81011165,NA,z,NA,z,7.84296643,NA,z,NA,z,137.7769135,77.11269262,227.2420664,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,d,2005,19,17.23356009,10.37572895,26.91233884,17.60983731,NA,z,NA,z,11.1180542,NA,z,NA,z,175.5092018,105.6680045,274.0793593,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,d,2006,18,16.23669493,9.622894444,25.66097805,15.59561567,NA,z,NA,z,9.190143874,NA,z,NA,z,165.1471625,97.87667499,261.003716,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,d,2007,18,16.04278075,9.50796861,25.35451004,15.2849195,NA,z,NA,z,8.375809179,NA,z,NA,z,139.6010568,82.73643374,220.6298554,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,d,2008,11,9.703599153,4.844001735,17.3624193,8.909289264,NA,z,NA,z,5.874570931,NA,z,NA,z,81.44239211,40.65574871,145.7229362,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,d,2009,12,10.56431024,5.458733259,18.45372396,9.655310748,NA,z,NA,z,6.228708956,NA,z,NA,z,82.83270421,42.80086699,144.6920645,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,d,2010,12,10.55501803,5.45393184,18.43749235,9.858058706,NA,z,NA,z,5.822145187,NA,z,NA,z,84.79919402,43.81698097,148.1271265,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,d,2011,8,7.024938532,3.032869843,13.84192942,6.593216149,NA,z,NA,z,3.605093826,NA,z,NA,z,57.72700898,24.92242514,113.7452207,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,d,2012,15,13.19029195,7.382506272,21.75538065,14.64545984,NA,z,NA,z,10.60045728,NA,z,NA,z,95.92438556,53.68815042,158.2126863,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,d,2013,14,12.29364243,6.721048715,20.62664306,10.38081324,NA,z,NA,z,6.13722933,NA,z,NA,z,96.74033188,52.88883965,162.3138388,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,d,2014,9,7.891967731,3.608710187,14.98141306,7.269614545,NA,z,NA,z,3.68964321,NA,z,NA,z,62.47912275,28.56943343,118.6048369,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,d,2015,20,17.53924406,10.71342593,27.08793993,16.13890918,9.720984157,NA,24.15722505,NA,12.18856433,6.180875946,NA,20.20183612,NA,131.092039,80.07442308,202.461022,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,d,2016,18,15.71640618,9.314538357,24.83869752,14.21748473,NA,z,NA,z,9.474827636,NA,z,NA,z,122.2750791,72.46796127,193.247341,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,d,2017,21,18.25769431,11.30180054,27.90882519,17.68738225,10.66287193,NA,26.46056652,NA,11.5388601,5.996630922,NA,18.8646153,NA,156.2231631,96.7046002,238.8036997,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,1993,0,0,0,5.959640069,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,1994,0,0,0,5.930851247,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,1995,0,0,0,5.895950155,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,1996,0,0,0,5.895950155,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,1997,0,0,0,5.887144349,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,1998,0,0,0,5.880441806,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,1999,0,0,0,5.882520272,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,2000,2,3.913587977,0.47395366,14.1372254,4.134426723,NA,z,NA,z,2.49748531,NA,z,NA,z,55.7497261,6.751550469,201.3871793,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,2001,1,1.942992597,0.049192313,10.82566186,2.05338809,NA,z,NA,z,1.368925394,NA,z,NA,z,24.592299,0.622623104,137.0195202,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,2002,5,9.638740024,3.129672649,22.49360389,10.03344914,NA,z,NA,z,8.860848812,NA,z,NA,z,133.585374,43.37480732,311.743701,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,2003,2,3.824238021,0.463132966,13.81446263,3.93779635,NA,z,NA,z,2.886987218,NA,z,NA,z,49.92432794,6.046067726,180.3438382,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,2004,6,11.34537203,4.163551581,24.69409856,11.00608057,NA,z,NA,z,7.865581603,NA,z,NA,z,141.6153393,51.97033365,308.2369742,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,2005,7,13.13148367,5.279537493,27.05587514,14.74233873,NA,z,NA,z,9.87220299,NA,z,NA,z,167.7617378,67.44891949,345.6532976,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,2006,5,9.31515016,3.024603901,21.73845309,8.886953835,NA,z,NA,z,5.175947353,NA,z,NA,z,131.5380624,42.71005082,306.9659587,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,2007,7,12.87830006,5.177744553,26.53422015,13.60477978,NA,z,NA,z,7.517650037,NA,z,NA,z,149.5986185,60.1464035,308.2303299,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,2008,4,7.292217381,1.986883805,18.67097274,7.111618238,NA,z,NA,z,3.539982718,NA,z,NA,z,78.32087923,21.33980358,200.5325575,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,2009,9,16.39015862,7.494624205,31.11362651,14.96085848,NA,z,NA,z,10.21790343,NA,z,NA,z,162.6056671,74.35366531,308.6762069,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,2010,5,9.101334256,2.955178459,21.23947809,9.086381818,NA,z,NA,z,4.900927521,NA,z,NA,z,90.13694279,29.26721997,210.3495562,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,2011,4,7.247033246,1.974572649,18.55528341,7.012533869,NA,z,NA,z,3.607004556,NA,z,NA,z,75.77391211,20.64584076,194.0113101,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,2012,8,14.49721835,6.2588699,28.56529949,18.28452548,NA,z,NA,z,11.7946576,NA,z,NA,z,131.1483412,56.62054511,258.4145148,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,2013,7,12.65571044,5.088251978,26.07560044,10.81552671,NA,z,NA,z,6.73168343,NA,z,NA,z,117.197029,47.11928404,241.4706719,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,2014,6,10.84618305,3.980358021,23.60757429,9.854548758,NA,z,NA,z,4.542791523,NA,z,NA,z,104.3344877,38.28891816,227.0922554,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,2015,8,14.47361279,6.248678698,28.51878715,12.33269786,NA,z,NA,z,8.370027907,NA,z,NA,z,146.0524925,63.05509977,287.7816345,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,2016,6,10.80769508,3.966233615,23.52380219,10.37837966,NA,z,NA,z,7.399625102,NA,z,NA,z,105.2935775,38.64088719,229.1797899,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,2017,6,10.7548083,3.946825097,23.40868993,12.11007925,NA,z,NA,z,8.300558407,NA,z,NA,z,111.1700292,40.79744143,241.9703515,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,NA,1993,0,0,0,5.46935949,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,NA,1994,0,0,0,5.45283364,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,NA,1995,0,0,0,5.433942089,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,NA,1996,0,0,0,5.441838826,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,NA,1997,0,0,0,5.439467396,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,NA,1998,0,0,0,5.4372954,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,NA,1999,0,0,0,5.458297999,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,NA,2000,6,10.8802089,3.992844909,23.68163425,10.46968266,NA,z,NA,z,5.565176527,NA,z,NA,z,116.6111525,42.79423775,253.8133861,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,NA,2001,12,21.62824649,11.17563057,37.78019402,20.25597385,NA,z,NA,z,12.30775283,NA,z,NA,z,205.3159444,106.0897445,358.6456358,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,NA,2002,11,19.76426621,9.86625048,35.3637317,19.29391778,NA,z,NA,z,12.96579542,NA,z,NA,z,174.8621739,87.29056719,312.876731,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,NA,2003,3,5.347402945,1.102763044,15.62738061,4.873406528,NA,z,NA,z,1.436477023,NA,z,NA,z,55.65374381,11.47713994,162.6438564,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,NA,2004,9,15.90808661,7.274190185,30.19850367,14.61414272,NA,z,NA,z,7.820351258,NA,z,NA,z,135.3315101,61.88218398,256.9013612,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,NA,2005,12,21.07370528,10.88909104,36.81152213,20.4773359,NA,z,NA,z,12.36390541,NA,z,NA,z,180.3681618,93.1988612,315.0668803,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,NA,2006,13,22.73363179,12.10470147,38.87520271,22.3042775,NA,z,NA,z,13.2043404,NA,z,NA,z,183.1453142,97.51716644,313.184065,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,NA,2007,11,19.01633676,9.492886796,34.02547932,16.96505922,NA,z,NA,z,9.233968322,NA,z,NA,z,133.9063291,66.84555701,239.5954114,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,NA,2008,7,11.96438033,4.81030142,24.6511962,10.70696029,NA,z,NA,z,8.209159145,NA,z,NA,z,83.34043173,33.50717596,171.7131416,Borders,S92000003
S08000016,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,NA,2009,3,5.112561564,1.054333105,14.94107444,4.349763012,NA,z,NA,z,2.239514486,NA,z,NA,z,33.51143127,6.910862775,97.93462296,Borders,S92000003
