ip_address,progress,date,time,id,conf_scale,gender,age,seen_video_before,video,lineup,lineup_response,accuracy,confidence_bin,response
174.74.59.138,100,2019-07-23,12:09:08,R_29oHfe3JrYOHfj3,85,Male,48,2,173,164,7,correct,high,correct rejection
24.123.39.10,100,2019-07-23,12:09:09,R_1dKqX0rpHcxrzJY,86,Female,42,NA,176,176,6,correct,high,correct identification
74.141.209.6,100,2019-07-23,12:09:09,R_122TCSG1mNUQuuX,88,Female,25,NA,170,176,7,correct,high,correct rejection
75.130.231.162,100,2019-07-23,12:09:17,R_3EbQYtyhF1UjylS,76,Female,29,NA,170,176,7,correct,medium,correct rejection
98.11.199.239,100,2019-07-23,12:09:25,R_3JzbQlLdI4NVQey,25,Male,50,2,173,164,7,correct,low,correct rejection
67.170.70.111,100,2019-07-23,12:09:28,R_PSOXGGkr904EXId,70,Female,36,2,176,170,7,correct,medium,correct rejection
50.239.137.64,100,2019-07-23,12:09:28,R_ZgZ1uszXivPkUbD,81,Female,42,NA,164,173,2,incorrect,high,ta filler id
144.92.38.238,100,2019-07-23,12:09:30,R_3eeKAq2UmWFi5Fq,60,Male,37,NA,170,176,7,correct,medium,correct rejection
35.136.105.139,100,2019-07-23,12:09:31,R_1eFveLkbBizHnMg,90,Female,69,2,176,176,6,correct,high,correct identification
50.91.173.65,100,2019-07-23,12:09:38,R_2X5qAu4vnECgCtq,80,Male,25,NA,170,170,3,correct,medium,correct identification
173.19.240.196,100,2019-07-23,12:09:41,R_2wKB6wvTV1I3R5i,81,Male,22,NA,173,164,2,incorrect,high,ta filler id
68.83.173.63,100,2019-07-23,12:09:42,R_2diJeXK8NGCKXhV,71,Female,61,2,176,176,6,correct,medium,correct identification
73.245.118.93,100,2019-07-23,12:09:48,R_AiCR0USFU75X09r,59,Male,35,NA,176,176,6,correct,medium,correct identification
67.246.227.133,100,2019-07-23,12:09:54,R_1hFETGmIphahJFv,60,Female,38,2,164,173,5,incorrect,medium,ta filler id
50.45.9.125,100,2019-07-23,12:10:06,R_1GQA0RdiS7s2BWy,92,Female,26,NA,170,176,7,correct,high,correct rejection
96.253.4.19,100,2019-07-23,12:10:10,R_AbQCZhjjYX7TEAN,90,Female,36,NA,173,173,5,correct,high,correct identification
174.27.184.189,100,2019-07-23,12:10:15,R_1otZpvELMu3Le5Y,41,Female,62,2,173,164,7,correct,low,correct rejection
108.213.46.96,100,2019-07-23,12:10:19,R_31vzKsB3of69bcs,81,Female,38,NA,170,170,3,correct,high,correct identification
108.39.100.154,100,2019-07-23,12:10:22,R_2TSkRkmfaicg5Bw,52,Female,43,2,164,173,2,incorrect,medium,ta filler id
66.222.102.196,100,2019-07-23,12:10:32,R_2P0hWSwNtvEyZZg,70,Male,46,NA,173,173,7,incorrect,medium,incorrect rejection
67.41.78.128,100,2019-07-23,12:10:38,R_rcCBfosP5MVsNOh,83,Female,57,NA,164,164,2,incorrect,high,tp filler id
73.58.96.46,100,2019-07-23,12:10:41,R_UoQCHERDmTzkSfT,42,Female,36,NA,173,164,2,incorrect,low,ta filler id
47.148.167.203,100,2019-07-23,12:10:46,R_3dXNxJFgmouTKGy,90,Male,23,NA,170,176,7,correct,high,correct rejection
72.185.89.53,100,2019-07-23,12:10:46,R_SUiBalVhxu2aUb7,98,Female,31,2,173,173,5,correct,high,correct identification
50.91.218.147,100,2019-07-23,12:10:49,R_2wdCconEAHTLvgS,69,Male,22,NA,173,173,5,correct,medium,correct identification
73.210.40.2,100,2019-07-23,12:10:53,R_2wSmjzgmDxOLEn3,92,Female,39,2,176,170,7,correct,high,correct rejection
174.109.165.168,100,2019-07-23,12:11:05,R_332t6XFCfyL8zar,60,Male,61,2,170,176,7,correct,medium,correct rejection
73.133.239.80,100,2019-07-23,12:11:08,R_2wEstfJwJlWsheP,75,Male,24,2,170,170,3,correct,medium,correct identification
174.216.21.253,100,2019-07-23,12:11:14,R_VKnndw2D5RRs1nX,80,Female,64,2,164,164,6,correct,medium,correct identification
104.129.82.66,100,2019-07-23,12:11:16,R_1i4eddWuX1gmpuv,61,Female,23,NA,164,173,4,incorrect,medium,ta filler id
65.249.163.177,100,2019-07-23,12:11:18,R_38Yd4AfKEyB6uxb,50,Female,22,NA,170,170,5,incorrect,low,tp filler id
97.82.160.68,100,2019-07-23,12:11:18,R_yq1PAyWvZm2AJI5,80,Female,63,NA,164,164,6,correct,medium,correct identification
108.200.128.82,100,2019-07-23,12:11:24,R_2To32RRSbecuwLS,80,Female,53,NA,176,170,7,correct,medium,correct rejection
73.23.210.242,100,2019-07-23,12:11:27,R_2zHoCDolkYA8gsq,80,Female,61,2,164,164,7,incorrect,medium,incorrect rejection
81.92.200.218,100,2019-07-23,12:11:27,R_3R9hriQlHoMacPb,91,Male,31,NA,164,164,3,incorrect,high,tp filler id
73.8.22.87,100,2019-07-23,12:11:31,R_Z7Tvr5Pto8ff1i9,0,Male,40,NA,170,176,7,correct,low,correct rejection
64.132.140.78,100,2019-07-23,12:11:37,R_2cplfsUK7Q58swm,71,Female,23,NA,173,164,7,correct,medium,correct rejection
32.208.190.88,100,2019-07-23,12:11:38,R_Wlk6LeAs9wsao1j,99,Male,35,2,176,176,6,correct,high,correct identification
73.84.222.77,100,2019-07-23,12:11:39,R_3oSZ6dznDQr7iws,80,Male,19,NA,176,176,4,incorrect,medium,tp filler id
191.96.97.58,100,2019-07-23,12:11:41,R_3kfuYRh5276QKZ3,51,Female,36,NA,173,173,5,correct,medium,correct identification
24.115.101.70,100,2019-07-23,12:11:43,R_3iCmPwDuMjfvUng,25,Female,25,NA,176,170,7,correct,low,correct rejection
63.233.193.200,100,2019-07-23,12:11:46,R_1GvLYzKzoft2D8l,31,Female,29,NA,170,170,7,incorrect,low,incorrect rejection
108.204.230.176,100,2019-07-23,12:11:47,R_3j3yXCgpZLXAASD,20,Female,47,2,173,164,7,correct,low,correct rejection
73.121.101.174,100,2019-07-23,12:12:01,R_1OqpmY1aye7IcCn,16,Female,28,NA,164,173,6,incorrect,low,ta filler id
69.251.52.62,100,2019-07-23,12:12:04,R_2z5u6s1nW5IK66E,100,Female,23,NA,164,173,7,correct,high,correct rejection
99.75.53.174,100,2019-07-23,12:12:05,R_3iElYeflRnqQolv,80,Male,25,2,170,176,5,incorrect,medium,ta filler id
173.167.78.113,100,2019-07-23,12:12:06,R_3soW1VxzHwA7bRP,60,Male,34,2,176,176,6,correct,medium,correct identification
98.115.219.204,100,2019-07-23,12:12:08,R_9pCVexsiRsNcmzv,71,Male,18,NA,176,170,7,correct,medium,correct rejection
96.29.60.224,100,2019-07-23,12:12:10,R_9Sl6Lq7wWNtS8YV,85,Male,33,NA,173,164,7,correct,high,correct rejection
47.201.136.197,100,2019-07-23,12:12:14,R_3Lcnt6hBIt99VGQ,66,Male,69,NA,173,173,5,correct,medium,correct identification
66.194.104.5,100,2019-07-23,12:12:17,R_VLjcKUUCOLc7q3n,70,Male,41,NA,164,173,2,incorrect,medium,ta filler id
108.185.242.251,100,2019-07-23,12:12:18,R_2CkOhlyhco1sNLH,39,Female,22,2,176,176,2,incorrect,low,tp filler id
70.190.74.230,100,2019-07-23,12:12:18,R_1l6QfX7gxrGpBvi,95,Male,29,2,170,170,3,correct,high,correct identification
73.196.19.140,100,2019-07-23,12:12:20,R_1dHbmBRBCtQft8y,86,Male,78,NA,176,176,7,incorrect,high,incorrect rejection
162.198.138.219,100,2019-07-23,12:12:24,R_1ovRQyppqEj17ev,69,Male,46,2,176,176,2,incorrect,medium,tp filler id
77.111.246.28,100,2019-07-23,12:12:32,R_yW1c8DNfTzbfLiN,100,Female,50,2,176,176,6,correct,high,correct identification
67.149.244.41,100,2019-07-23,12:12:32,R_3D56KGuXoAAEtt3,82,Female,29,NA,164,164,6,correct,high,correct identification
76.255.22.107,100,2019-07-23,12:12:38,R_1JWlxABqjVDoIvb,82,Female,31,NA,176,176,6,correct,high,correct identification
131.148.27.76,100,2019-07-23,12:12:41,R_3nwUTR9KP6xT54p,55,Female,44,NA,173,173,1,incorrect,medium,tp filler id
153.33.56.22,100,2019-07-23,12:12:45,R_2WHDi6aPZ5DSne6,30,Female,22,NA,170,176,7,correct,low,correct rejection
66.85.113.90,100,2019-07-23,12:12:49,R_1eQ629l5jp5MF8y,85,Male,33,NA,173,164,7,correct,high,correct rejection
24.95.181.46,100,2019-07-23,12:12:52,R_AtHkKv1LTqt6LBf,75,Female,47,2,173,164,7,correct,medium,correct rejection
72.185.158.23,100,2019-07-23,12:13:19,R_21pSJSQ22CkDzJq,61,Male,64,2,173,164,7,correct,medium,correct rejection
209.33.195.111,100,2019-07-23,12:13:20,R_322THrCCzGNENEJ,51,Female,30,NA,170,176,6,incorrect,medium,ta filler id
76.89.220.116,100,2019-07-23,12:13:29,R_24wqxxSxpMHS03j,65,Male,27,NA,176,176,6,correct,medium,correct identification
73.115.34.24,100,2019-07-23,12:13:35,R_1ML4LYk87EJGEb3,99,Male,40,NA,173,173,5,correct,high,correct identification
24.93.233.168,100,2019-07-23,12:13:50,R_2Uhf8JLbFN21c7t,100,Female,41,NA,176,176,6,correct,high,correct identification
69.246.186.203,100,2019-07-23,12:13:50,R_2BbKmEBHgJUDVvF,40,Female,19,2,173,164,3,incorrect,low,ta filler id
141.126.143.151,100,2019-07-23,12:13:56,R_26eDTKUF4RMvSK4,80,Male,32,NA,176,176,2,incorrect,medium,tp filler id
68.109.59.169,100,2019-07-23,12:13:59,R_3fy3uZb4ucQa9yc,40,Male,24,NA,173,164,7,correct,low,correct rejection
45.25.109.150,100,2019-07-23,12:14:00,R_2wSqS1tVRxCnD3W,62,Female,37,2,176,170,4,incorrect,medium,ta filler id
74.233.15.73,100,2019-07-23,12:14:13,R_1GJNxdfnBnjPjY8,100,Female,30,NA,164,173,7,correct,high,correct rejection
63.155.97.63,100,2019-07-23,12:14:30,R_ZBFr4nHQ7c6S8yl,75,Female,36,2,173,173,5,correct,medium,correct identification
68.191.177.12,100,2019-07-23,12:14:38,R_3HiimaB8OUJod2R,40,Female,24,NA,164,164,3,incorrect,low,tp filler id
73.151.93.93,100,2019-07-23,12:14:46,R_pnIHWRGIwUwkkvL,53,Male,27,2,170,170,3,correct,medium,correct identification
172.58.59.226,100,2019-07-23,12:14:47,R_2pQrVb6f3KDVcs2,60,Male,38,NA,173,164,7,correct,medium,correct rejection
170.141.177.184,100,2019-07-23,12:14:49,R_2usnSOmwTAMb014,55,Male,44,NA,170,176,5,incorrect,medium,ta filler id
47.204.5.122,100,2019-07-23,12:15:07,R_2YycsyMd9g3FMEH,81,Male,23,NA,173,173,5,correct,high,correct identification
47.14.138.181,100,2019-07-23,12:15:19,R_4UujZ3J6BMhijT3,75,Female,40,2,173,173,5,correct,medium,correct identification
74.72.177.209,100,2019-07-23,12:15:25,R_1DO3LMs7pJwCoKW,100,Female,44,NA,173,164,7,correct,high,correct rejection
73.225.83.126,100,2019-07-23,12:15:36,R_28UQIOxuQosX3Ff,50,Female,26,2,176,170,7,correct,low,correct rejection
76.20.134.34,100,2019-07-23,12:15:36,R_2wAAjk2HzVDs3Vs,64,Female,41,2,164,173,7,correct,medium,correct rejection
107.222.115.69,100,2019-07-23,12:16:02,R_BY95Zr6PO8eHz1f,61,Female,59,NA,164,173,2,incorrect,medium,ta filler id
104.129.196.59,100,2019-07-23,12:16:15,R_cTvAYb8gRQuTnS9,95,Male,34,NA,176,170,4,incorrect,high,ta filler id
134.228.30.216,100,2019-07-23,12:16:15,R_9trgJGGITFAkqvT,26,Male,46,NA,176,176,7,incorrect,low,incorrect rejection
99.229.200.156,100,2019-07-23,12:16:21,R_3hubiMe8gSEXtcE,50,Female,57,2,164,173,7,correct,low,correct rejection
174.55.92.98,100,2019-07-23,12:16:23,R_RXOG01Rx09JwGqZ,90,Male,35,2,170,176,7,correct,high,correct rejection
130.58.96.29,100,2019-07-23,12:16:29,R_1Q5Rb7imvusXxOm,10,Female,20,NA,164,173,1,incorrect,low,ta filler id
206.174.163.15,100,2019-07-23,12:16:30,R_3Ehc1ri2eI9VCLm,94,Male,19,2,176,176,6,correct,high,correct identification
82.3.28.189,100,2019-07-23,12:16:41,R_D6TzU9pkfDuetUd,92,Male,27,2,173,173,5,correct,high,correct identification
208.234.169.18,100,2019-07-23,12:16:50,R_2dF8aFOYTI0ct0F,80,Female,24,2,176,170,7,correct,medium,correct rejection
96.18.34.16,100,2019-07-23,12:16:51,R_1jdCWy6c3N0FYDd,82,Male,29,NA,173,164,7,correct,high,correct rejection
67.245.41.67,100,2019-07-23,12:16:57,R_1MqCNn0pvyQe1LH,80,Female,37,2,173,173,5,correct,medium,correct identification
71.185.213.154,100,2019-07-23,12:16:59,R_s5aKvCttUs9A5k5,90,Male,33,NA,164,173,7,correct,high,correct rejection
99.61.181.109,100,2019-07-23,12:17:03,R_2abMRSgVjbcFz1F,95,Female,51,2,173,164,7,correct,high,correct rejection
71.64.145.218,100,2019-07-23,12:17:07,R_33fK3SVGjDqRzhR,80,Female,39,NA,173,173,5,correct,medium,correct identification
73.156.144.170,100,2019-07-23,12:17:09,R_238qwqVdXYqrEw9,100,Male,53,2,170,170,3,correct,high,correct identification
73.192.138.178,100,2019-07-23,12:17:16,R_3KI1bLHTCbfFmsS,71,Male,36,NA,170,176,7,correct,medium,correct rejection
162.234.69.154,100,2019-07-23,12:17:17,R_26nAowhgF0vRBJV,80,Female,23,2,176,170,7,correct,medium,correct rejection
162.246.114.13,100,2019-07-23,12:17:18,R_3nOFfmgiMiz4CWW,83,Female,60,NA,173,164,7,correct,high,correct rejection
35.137.211.78,100,2019-07-23,12:17:23,R_3kNA35eVlsczQHW,100,Female,62,NA,170,176,7,correct,high,correct rejection
198.255.236.186,100,2019-07-23,12:17:27,R_rfsqKlAWKixJ3CV,60,Female,21,2,173,164,7,correct,medium,correct rejection
70.163.193.18,100,2019-07-23,12:17:30,R_1GVOKxeJRSOTQsy,14,Male,33,NA,164,164,5,incorrect,low,tp filler id
104.0.147.233,100,2019-07-23,12:17:43,R_1GZVrsSfxmHF5og,80,Female,31,2,173,173,5,correct,medium,correct identification
73.82.240.148,100,2019-07-23,12:17:50,R_3nOh5AXIKWy5dLa,50,Female,29,2,164,173,7,correct,low,correct rejection
51.89.139.91,100,2019-07-23,12:17:51,R_1HoaoAeULAmYUrG,88,Female,24,NA,176,170,4,incorrect,high,ta filler id
97.80.34.141,100,2019-07-23,12:17:58,R_1N9TfByw65wxOQZ,100,Female,42,2,164,164,6,correct,high,correct identification
97.79.208.170,100,2019-07-23,12:18:03,R_4M9OH6iFoAViZyN,40,Female,39,NA,170,170,6,incorrect,low,tp filler id
24.177.221.234,100,2019-07-23,12:18:03,R_1EiZBxgnjqZEPVW,75,Male,31,NA,164,173,7,correct,medium,correct rejection
69.176.67.130,100,2019-07-23,12:18:14,R_2v32dXOoWrHqF1D,50,Male,19,2,173,173,5,correct,low,correct identification
186.148.165.162,100,2019-07-23,12:18:18,R_22CXckmgttXlGPt,97,Male,32,2,173,173,5,correct,high,correct identification
104.137.50.124,100,2019-07-23,12:18:28,R_1JUUsVxT2nU0R0y,10,Female,24,2,176,176,2,incorrect,low,tp filler id
45.56.143.27,100,2019-07-23,12:18:29,R_3D8GlBbQmr4vL2e,70,Male,32,NA,164,173,2,incorrect,medium,ta filler id
71.76.243.180,100,2019-07-23,12:18:32,R_1Ka2lPhl8WpZjr1,75,Male,28,NA,170,170,3,correct,medium,correct identification
104.6.95.154,100,2019-07-23,12:18:48,R_2V3yer4tqo8ql1i,13,Male,36,2,170,170,5,incorrect,low,tp filler id
216.74.200.89,100,2019-07-23,12:18:52,R_3hiusdXwjQGG9LB,26,Female,37,NA,170,176,7,correct,low,correct rejection
209.122.250.74,100,2019-07-23,12:18:53,R_1jdeIY6pYeWxKdd,92,Male,36,NA,164,164,6,correct,high,correct identification
172.254.240.170,100,2019-07-23,12:18:58,R_3rYdxv3wRLxl2Di,100,Female,23,2,176,170,7,correct,high,correct rejection
65.182.250.72,100,2019-07-23,12:19:08,R_3flZCfQXiP0z1og,87,Female,52,2,164,164,7,incorrect,high,incorrect rejection
130.45.59.202,100,2019-07-23,12:19:18,R_3JJARrSM4Sq7XTb,67,Male,31,2,176,170,4,incorrect,medium,ta filler id
173.237.107.221,100,2019-07-23,12:19:24,R_sutMmWfzBzTgRdn,100,Male,29,2,170,170,3,correct,high,correct identification
66.225.35.90,100,2019-07-23,12:19:29,R_1ln0sjwsLmrJzjU,10,Male,40,NA,164,173,7,correct,low,correct rejection
97.107.203.186,100,2019-07-23,12:19:44,R_8hNHLppCUtZX1ND,85,Female,61,2,164,164,7,incorrect,high,incorrect rejection
71.61.164.194,100,2019-07-23,12:19:49,R_11XzeKFegYpYmGj,81,Female,35,NA,170,176,7,correct,high,correct rejection
73.15.215.113,100,2019-07-23,12:20:33,R_12R5KwnWkKzStgT,50,Female,27,2,170,170,3,correct,low,correct identification
174.56.118.165,100,2019-07-23,12:20:35,R_3Mc9FiJShWCPuxd,92,Female,45,2,164,173,7,correct,high,correct rejection
98.151.8.170,100,2019-07-23,12:20:47,R_1jrAK5X367qVQg6,91,Male,56,NA,173,173,5,correct,high,correct identification
45.23.30.121,100,2019-07-23,12:20:52,R_3lRBgIYymd0LKnS,70,Female,26,NA,170,170,4,incorrect,medium,tp filler id
73.61.209.90,100,2019-07-23,12:20:55,R_1Ol6Yv10k7N1uLE,92,Male,53,2,173,164,7,correct,high,correct rejection
173.66.94.229,100,2019-07-23,12:21:14,R_2TXlCVfN1eWvPaF,73,Male,62,NA,173,164,7,correct,medium,correct rejection
76.169.145.137,100,2019-07-23,12:21:30,R_3oAzC4qMhintle3,76,Male,28,2,170,176,6,incorrect,medium,ta filler id
73.250.177.8,100,2019-07-23,12:21:33,R_1d0toZg3sEvrSUX,80,Female,29,2,176,176,6,correct,medium,correct identification
131.156.159.226,100,2019-07-23,12:21:40,R_RwMQMRebShGDmUN,70,Male,26,NA,173,173,5,correct,medium,correct identification
47.156.75.60,100,2019-07-23,12:21:49,R_3JxtZqTxHvncAXP,98,Female,62,2,173,173,5,correct,high,correct identification
50.48.49.124,100,2019-07-23,12:21:50,R_3Jrr6Ll235E6HuJ,25,Female,48,2,176,176,6,correct,low,correct identification
24.158.137.134,100,2019-07-23,12:21:55,R_3Mrmvt02aOcrXy4,50,Male,38,NA,176,176,7,incorrect,low,incorrect rejection
173.172.8.227,100,2019-07-23,12:22:05,R_3ir8njEiDhrvcZL,55,Female,45,NA,173,173,5,correct,medium,correct identification
173.169.99.215,100,2019-07-23,12:22:13,R_3rMLnUwigahflk9,40,Male,37,NA,173,164,3,incorrect,low,ta filler id
50.224.104.130,100,2019-07-23,12:22:25,R_3GfxrWi67HfFPI9,83,Male,40,NA,173,164,7,correct,high,correct rejection
216.52.85.201,100,2019-07-23,12:22:25,R_2q1Lv1Gec0D2CBA,80,Female,49,NA,176,170,7,correct,medium,correct rejection
72.168.144.123,100,2019-07-23,12:22:31,R_1OGCRdichmCquHw,70,Male,32,NA,170,176,7,correct,medium,correct rejection
73.45.135.24,100,2019-07-23,12:22:37,R_1PdAs2zBcG93fGa,87,Male,58,2,164,164,7,incorrect,high,incorrect rejection
137.119.152.56,100,2019-07-23,12:22:38,R_0OEhOj9kNVj49W1,40,Female,54,NA,170,170,2,incorrect,low,tp filler id
50.242.46.225,100,2019-07-23,12:22:46,R_bm9ldl6kg7mrSbT,75,Male,41,NA,170,176,7,correct,medium,correct rejection
194.35.201.99,100,2019-07-23,12:23:04,R_2EczivkPMamgnrJ,30,Male,40,NA,173,164,3,incorrect,low,ta filler id
98.214.97.164,100,2019-07-23,12:23:11,R_XKXjGuEvbaR0wHD,80,Female,27,2,164,164,6,correct,medium,correct identification
199.114.218.121,100,2019-07-23,12:23:28,R_3Rz8q1cB9Dz5Bdl,79,Male,69,2,173,164,7,correct,medium,correct rejection
199.58.164.141,100,2019-07-23,12:23:31,R_1HhRrxOIHCbs5NC,80,Male,38,NA,164,164,7,incorrect,medium,incorrect rejection
71.121.136.13,100,2019-07-23,12:23:47,R_1dzcl6Ae9vokYTA,90,Female,53,2,170,170,3,correct,high,correct identification
23.122.220.50,100,2019-07-23,12:24:05,R_3CHjB3a8EN2zEbW,80,Female,23,2,176,170,7,correct,medium,correct rejection
148.75.1.59,100,2019-07-23,12:24:24,R_2zJ6o1gVDDf3Sb5,70,Female,23,NA,173,173,5,correct,medium,correct identification
23.243.43.96,100,2019-07-23,12:24:27,R_2uWWGbB3AOwPSmJ,100,Female,25,NA,176,176,6,correct,high,correct identification
73.217.187.32,100,2019-07-23,12:25:03,R_3M9VX2kzMuB6c7m,99,Female,32,2,176,170,7,correct,high,correct rejection
99.59.117.76,100,2019-07-23,12:25:09,R_ZyN8DXcSYw1PJtL,50,Male,63,2,164,164,7,incorrect,low,incorrect rejection
74.129.116.57,100,2019-07-23,12:25:30,R_3iqyUvPnj0aExUj,55,Female,40,NA,170,176,7,correct,medium,correct rejection
69.47.35.104,100,2019-07-23,12:25:42,R_3kNhQ1ZeyRHLFR4,10,Male,35,NA,170,176,3,incorrect,low,ta filler id
172.58.99.250,100,2019-07-23,12:25:42,R_8GtbPItvcLvRkpr,8,Male,28,2,176,176,2,incorrect,low,tp filler id
66.24.196.210,100,2019-07-23,12:26:46,R_114ThLjFpOXE5Wz,99,Male,37,NA,164,173,7,correct,high,correct rejection
73.36.223.250,100,2019-07-23,12:27:02,R_1FzcqvNPMl9N6M6,92,Female,33,2,170,176,7,correct,high,correct rejection
73.32.153.225,100,2019-07-23,12:27:06,R_3rVE1lVAP4tHOZe,99,Male,24,NA,170,170,3,correct,high,correct identification
72.201.35.141,100,2019-07-23,12:27:22,R_1gds2bSGOTkGZa9,100,Female,35,2,176,170,7,correct,high,correct rejection
56.0.167.126,100,2019-07-23,12:27:34,R_2TEJQausnGqFMcd,70,Female,24,NA,173,164,7,correct,medium,correct rejection
173.23.187.236,100,2019-07-23,12:27:52,R_268WUAcLQZ3mWDT,30,Male,34,2,170,176,7,correct,low,correct rejection
97.102.64.181,100,2019-07-23,12:28:12,R_1eyfD2dlfqGDoNW,75,Female,59,2,176,170,7,correct,medium,correct rejection
24.208.188.198,100,2019-07-23,12:28:24,R_6LIS1VMNmg68zE5,21,Male,38,2,173,173,1,incorrect,low,tp filler id
174.61.47.79,100,2019-07-23,12:28:38,R_Z2hz1pCuoEr3ceR,49,Male,23,NA,164,164,7,incorrect,low,incorrect rejection
76.105.165.196,100,2019-07-23,12:28:45,R_1nVlIv0xhPYP2tW,70,Female,27,2,176,170,7,correct,medium,correct rejection
172.58.102.208,100,2019-07-23,12:28:53,R_1BVgA6ueCJQutHc,99,Female,35,2,173,173,5,correct,high,correct identification
99.172.152.214,100,2019-07-23,12:29:11,R_2ZNqniW3SrfS8KD,100,Male,59,2,173,173,5,correct,high,correct identification
99.40.165.92,100,2019-07-23,12:29:16,R_0VfPEP4FyGnzi01,60,Female,42,2,164,173,2,incorrect,medium,ta filler id
98.4.56.20,100,2019-07-23,12:29:20,R_0Sqz7BHJEQNpQyd,70,Male,35,NA,164,173,2,incorrect,medium,ta filler id
24.188.194.227,100,2019-07-23,12:29:31,R_1HeCI0LH2F4xA3j,98,Male,34,NA,173,164,7,correct,high,correct rejection
98.223.82.255,100,2019-07-23,12:29:35,R_31hm9SvXxg27gvI,90,Male,23,2,176,176,2,incorrect,high,tp filler id
68.196.50.47,100,2019-07-23,12:29:36,R_2aM4O4yQ02FwXzX,78,Male,29,2,173,173,5,correct,medium,correct identification
76.251.70.134,100,2019-07-23,12:29:38,R_8oIpXehqpnWSuHL,90,Female,26,2,164,164,6,correct,high,correct identification
73.43.56.103,100,2019-07-23,12:29:46,R_1YpY0aXoX8EFRLP,100,Male,64,NA,173,173,2,incorrect,high,tp filler id
71.125.80.26,100,2019-07-23,12:30:00,R_a2FVhpQDIaJvBUB,84,Male,20,2,173,173,7,incorrect,high,incorrect rejection
184.97.32.56,100,2019-07-23,12:30:01,R_usp15eLaj6RFcSl,80,Female,53,2,170,170,3,correct,medium,correct identification
208.87.234.180,100,2019-07-23,12:30:01,R_3RsZawGAoc0rz7I,67,Male,28,NA,164,164,6,correct,medium,correct identification
81.92.203.86,100,2019-07-23,12:30:12,R_yrONy1ect0pKdEt,72,Male,22,NA,173,164,3,incorrect,medium,ta filler id
158.48.133.2,100,2019-07-23,12:30:18,R_przGtrmhlUo4t7r,52,Male,45,NA,173,173,7,incorrect,medium,incorrect rejection
24.251.196.88,100,2019-07-23,12:30:20,R_2CPyeIYELH3jY3l,70,Male,39,NA,173,164,4,incorrect,medium,ta filler id
162.27.165.130,100,2019-07-23,12:30:28,R_1QGgBH8do3Q0AqM,50,Male,42,2,170,170,7,incorrect,low,incorrect rejection
73.55.26.61,100,2019-07-23,12:30:31,R_ugmdB0NwNF5VUEF,100,Male,64,NA,176,170,4,incorrect,high,ta filler id
98.24.98.176,100,2019-07-23,12:30:41,R_emMfWbPqJnT72Eh,81,Male,29,2,170,176,6,incorrect,high,ta filler id
65.131.220.216,100,2019-07-23,12:30:46,R_Za5HYT0IDHIVdAt,100,Male,31,NA,170,170,3,correct,high,correct identification
24.11.185.76,100,2019-07-23,12:30:58,R_bsHnomC87toAXF7,62,Male,28,2,164,164,3,incorrect,medium,tp filler id
71.217.140.50,100,2019-07-23,12:31:09,R_2dzOSafwM7lfjI5,50,Female,54,NA,176,170,4,incorrect,low,ta filler id
96.35.143.138,100,2019-07-23,12:31:25,R_30650ZfJLJ4pIT0,67,Male,29,2,164,164,5,incorrect,medium,tp filler id
50.82.73.224,100,2019-07-23,12:31:31,R_31uaACYeBydldI5,85,Male,38,NA,173,173,5,correct,high,correct identification
24.251.65.178,100,2019-07-23,12:31:45,R_3OGFcKphi0xcKJj,70,Male,44,NA,164,173,7,correct,medium,correct rejection
73.224.152.69,100,2019-07-23,12:31:51,R_24jF0325jiOvhlI,50,Female,30,NA,170,176,7,correct,low,correct rejection
66.41.50.181,100,2019-07-23,12:32:08,R_242eU3jsUyC1kDU,52,Male,34,2,173,164,7,correct,medium,correct rejection
199.48.25.10,100,2019-07-23,12:33:12,R_PU6t90V0NDuuHe1,80,Female,25,NA,176,176,6,correct,medium,correct identification
47.40.100.210,100,2019-07-23,12:33:21,R_3Gm5RBfcq9uluzA,60,Female,35,2,176,170,3,incorrect,medium,ta filler id
107.199.197.44,100,2019-07-23,12:33:34,R_s6kPDBJCEhJKKqt,71,Female,39,2,170,176,7,correct,medium,correct rejection
50.232.154.218,100,2019-07-23,12:33:35,R_2fQ7emtFDOplDbP,61,Male,50,NA,164,173,2,incorrect,medium,ta filler id
24.101.43.193,100,2019-07-23,12:33:50,R_1DXZWcXZwM2Seky,48,Female,36,2,176,176,6,correct,low,correct identification
73.82.7.35,100,2019-07-23,12:34:18,R_11gMClCLvtsFoAb,90,Male,41,2,164,173,7,correct,high,correct rejection
47.184.79.58,100,2019-07-23,12:34:21,R_3327fg3vkKYhjTo,74,Male,29,NA,173,173,5,correct,medium,correct identification
65.88.88.148,100,2019-07-23,12:34:47,R_2q2ScSvQe4FuMkA,95,Female,29,NA,173,164,7,correct,high,correct rejection
72.28.197.16,100,2019-07-23,12:35:04,R_eS3NWRSVn6NtEpb,75,Male,40,NA,176,170,7,correct,medium,correct rejection
71.50.20.16,100,2019-07-23,12:35:08,R_1cUg7AIBrb3fWrN,96,Female,26,2,176,176,6,correct,high,correct identification
24.163.47.128,100,2019-07-23,12:35:26,R_1GBLHXtDkb6b76f,70,Male,28,NA,173,164,7,correct,medium,correct rejection
74.196.29.237,100,2019-07-23,12:35:44,R_26bE5RYE4Uam44h,40,Male,43,2,164,164,3,incorrect,low,tp filler id
